franchise,season,episode,lang,overview
Peppa Pig,1,41,en-US,"Peppa and her family visit Uncle Pig, Aunty Pig and Cousin Chloe. Chloe has a new puppet theatre."
Peppa Pig,1,42,en-US,Peppa and all her friends at playgroup dress up as different countries from all over the world.
Peppa Pig,1,43,en-US,"Peppa and George are told to tidy their room, because it is so messy."
Peppa Pig,1,44,en-US,"Peppa and George go to the playground, and Peppa's friends are also there."
Peppa Pig,1,45,en-US,"Daddy Pig decides to put up a picture of Peppa and George on the wall, but accidentally cracks the wall while doing it."
Peppa Pig,1,46,en-US,"Peppa and her family go to the beach, and they do lots of things there."
Peppa Pig,1,47,en-US,"George finds a spider in the bathroom sink, and when Peppa sees it, she screams and runs downstairs to tell Mummy Pig and Daddy Pig."
Peppa Pig,1,48,en-US,"Peppa and George go for a ride in Grandpa Pig's boat, but Grandpa Pig and Grandpa Dog get into a fight."
Peppa Pig,1,49,en-US,"Peppa and her family go to the shops for some tomatoes, spaghetti, onions and fruit, but Daddy Pig gets some chocolate cake too."
Peppa Pig,1,50,en-US,It's Peppa Pig's birthday today. Peppa wakes up very early so she doesn't waste any of her special day.
Peppa Pig,1,51,en-US,"Daddy Pig gets a new movie camera, but has some difficulties with it."
Peppa Pig,1,52,en-US,Peppa and her friends take part in a school play.
Peppa Pig,2,1,en-US,"Peppa and George have fun blowing bubbles. When the mixture is used up, Daddy Pig makes his own."
Peppa Pig,2,2,en-US,"A new child visits the playgroup, and is a bit shy. Her name is Emily Elephant."
Peppa Pig,2,3,en-US,Granny and Grandpa's pet Polly Parrot comes to stay. Peppa and George love her but Polly flies away. Can George get her back?
Peppa Pig,2,4,en-US,"Peppa and her family share a picnic with Mr Zebra the Postman and Zoe Zebra. But when it's time to go home, Peppa leaves her teddy behind."
Peppa Pig,2,5,en-US,"Inspired by their favourite television programme, Peppa and George want to be famous detectives too. Daddy Pig gives them a mystery to solve."
Peppa Pig,2,6,en-US,Rebecca Rabbit has a little brother called Richard who is the same age as George.
Peppa Pig,2,7,en-US,Peppa and George help Grandpa Pig to make a scarecrow to stop the birds eating the flower seeds.
Peppa Pig,2,8,en-US,"It is a cold and windy day so Peppa, George, Mummy Pig and Daddy Pig wear their hats and scarves and coats to the park."
Peppa Pig,2,9,en-US,Madame Gazelle shows Peppa and her school friends how to make a time capsule. They discover that their parents made a time capsule many years ago.
Peppa Pig,2,10,en-US,Peppa and George are at the seaside with Granny and Grandpa Pig. Peppa rescues a little fish and puts it back in the sea.
Peppa Pig,2,11,en-US,Peppa and George help Mummy Pig tidy up the breakfast things. Mummy Pig teaches them how to recycle the bottles and newspapers.
Peppa Pig,2,12,en-US,"Peppa, her family and friends are playing at the pond with their toy boats. Everyone has a boat to play with except Rebecca Rabbit."
Peppa Pig,2,13,en-US,"Granny and Grandpa Pig have invited Peppa and her family to lunch. On the way, Peppa's family get caught in a very long traffic jam."
Peppa Pig,2,14,en-US,It's nearly time for bed. Peppa and George play outside then they are called in for their bath.
Peppa Pig,2,15,en-US,It is Sports Day at Peppa's playgroup and lots of special events are due to take place.
Peppa Pig,2,16,en-US,"Peppa's friend Pedro wears glasses. Peppa thinks she might need glasses too, so Mummy Pig takes her to the optician."
Peppa Pig,2,17,en-US,"Daddy Pig's car runs out of petrol but Granddad Dog's garage is not far away. With one phone call, Granddad Dog is on his way."
Peppa Pig,2,18,en-US,Mummy Pig and Daddy Pig are taking Peppa and George to play in the playground when it suddenly gets so foggy they can't see anything.
Peppa Pig,2,19,en-US,Peppa's playgroup is holding a jumble sale to raise money for a new roof and Madame Gazelle asks everyone to bring something to sell.
Peppa Pig,2,20,en-US,Peppa and her family are at the swimming pool. George is a little worried at first but is soon splashing happily with his friend Richard Rabbit.
Peppa Pig,2,21,en-US,Peppa and George are playing in Grandpa Pig's garden when they find a little snail. Then Grandpa also shows them his beehive.
Peppa Pig,2,22,en-US,"Peppa and George visit Daddy Pig's office and meet his colleagues. Mr Rabbit works with numbers, while Mrs Cat seems to spend her time drawing shapes on a computer."
Peppa Pig,2,23,en-US,"Grandpa and Granny Pig take Peppa, George and all their friends on a boat trip to Pirate Island. On the island, Grandpa shows everyone how to use his metal detector to find treasure and they all build a big sandcastle."
Peppa Pig,2,24,en-US,"Peppa and George love jumping in muddy puddles, even when it's raining - but when George takes off his rain hat, he catches a cold. After plenty of rest and some warm milk and honey, George begins to feel much better."
Peppa Pig,2,25,en-US,Peppa and her family are at the school fete where the top prize in the raffle is a trip in a hot air balloon.
Peppa Pig,2,26,en-US,"Today is George's birthday and Mummy and Daddy Pig have a special day planned. George gets a new Brontosaurus toy and the family go to the museum to see lots of different dinosaurs, including a robot dinosaur that actually moves and roars! The special day ends with a big cake and all of Peppa and George's friends having fun together."
Peppa Pig,2,27,en-US,"The grass has grown so long that Peppa and George's ball gets lost in it. It falls to Grandpa to save the day with Betsy, his motorised lawnmower."
Peppa Pig,2,28,en-US,Zoe Zebra delivers a very special letter for Peppa and George - an invitation to her birthday party.
Peppa Pig,2,29,en-US,"Peppa, George and Daddy are in the garden painting a picture of a cherry tree when the ducks turn up and run through the paint - and all over their masterpiece."
Peppa Pig,2,30,en-US,"Daddy Pig winds up the old cuckoo clock in Peppa and George's bedroom. When the clock strikes the hour, a wooden bird pops out, flapping its wings and singing 'Cuckoo!'."
Peppa Pig,2,31,en-US,"Peppa and George are visiting their big cousin Chloe and will get to meet Chloe's new baby brother, Alexander, for the first time."
Peppa Pig,2,32,en-US,"Grandpa Pig has built a fantastic little train called Gertrude. When he takes Peppa and George for a ride on Gertrude, they meet their friends along the way. There is plenty of room on the train for everyone, so they all hop aboard. Peppa and George think that Gertrude is the very best train in the whole world!"
Peppa Pig,2,33,en-US,"Peppa and her family go for a day's cycle ride. Peppa rides her little bicycle, while Mummy and Daddy Pig ride their tandem with George on the back. Peppa loves cycling downhill but is not so keen on peddling uphill, so she insists they should have a downhill race."
Peppa Pig,2,34,en-US,"Peppa and George go ice skating, but they have never been before and Peppa keeps falling over."
Peppa Pig,2,35,en-US,"When Peppa and George go to the dentist for a check-up, Dr Elephant says their teeth are nice and white - but George's toy dinosaur is in need of a tooth-clean."
Peppa Pig,2,36,en-US,"Peppa decides that only girls can play in her treehouse, so Grandpa Pig builds the boys their own den. But when it starts to rain, the boys and girls rush out to play together in the muddy puddles."
Peppa Pig,2,37,en-US,"Suzy Sheep has come to play with Peppa, and has made up a pretend friend called 'Leo Lion'. Peppa cannot see Leo but Suzy announces that Leo likes roaring and he likes playing dressing up. Peppa decides that now she can see Leo. Even Mummy and Daddy Pig play along with the game. But Peppa's little brother George cannot see Leo and feels a bit left out."
Peppa Pig,2,38,en-US,"Madame Gazelle takes Peppa and her school friends on a school bus trip to the mountains. From the top of the mountains, there is a fantastic view and Peppa and her friends have fun hearing echoes."
Peppa Pig,2,39,en-US,"Peppa and George go to Rebecca Rabbit's house where, instead of stairs and corridors, there are tunnels!"
Peppa Pig,2,40,en-US,"Peppa and her family follow a nature trail in the countryside, discovering footprints left by little birds and ants."
Peppa Pig,2,41,en-US,"Peppa has a new pen pal, a little donkey from France, named Delphine. Peppa receives letters from Delphine Donkey and speaks to her on the telephone. Although Peppa speaks English and Delphine speaks French, they discover that they love lots of the same things, especially jumping up and down in muddy puddles."
Peppa Pig,2,42,en-US,"Peppa and George are helping Granny and Grandpa Pig tidy their attic, but they have trouble deciding what to throw out, because Granny and Grandpa want to keep everything. Amongst the clutter, Peppa finds an old record player and some funny old records. The record player still works and soon everyone is dancing."
Peppa Pig,2,43,en-US,Peppa and Suzy Sheep are best friends. But one day they have a quarrel over a game of cards and decide they are not best friends anymore. As time goes by they really miss each other but still they refuse to make up. Will they ever say sorry?
Peppa Pig,2,44,en-US,"Peppa and George's toy basket is full and their beds are covered in toys, so Mummy Pig decides it is time to order a new toy cupboard. The cupboard arrives in the post but it needs to be assembled - and Mummy and Daddy Pig are not very good at DIY. Luckily help is at hand, as Mr Zebra the Postman loves assembling flat pack furniture."
Peppa Pig,2,45,en-US,"Peppa and her friends go on a camping trip with their teacher, Madame Gazelle. After pitching their tents and collecting sticks, they all sing a song around the campfire."
Peppa Pig,2,46,en-US,Peppa and her family borrow Grandpa Pig's boat and head out for a day on the river. All is going well until the boat gets stuck in some long reeds - Daddy Pig to the rescue!
Peppa Pig,2,47,en-US,It is evening. Peppa and George are in the sitting room dancing to their favourite song.
Peppa Pig,2,48,en-US,"Peppa and George are playing in the garden with their bouncy ball when Suzy Sheep turns up with two tennis rackets. She uses the bouncy ball to play a game of tennis with Peppa, making George feel left out. Will the job of ball boy cheer him up?"
Peppa Pig,2,49,en-US,"It is night time and the sky is fall of shining stars. Mummy and Daddy Pig let Peppa and George put their coats on over their pyjamas and go outside to look at the stars. With the help of a telescope, Daddy Pig teaches Peppa and George how to find the North Star."
Peppa Pig,2,50,en-US,"Today is Daddy Pig's birthday, but he has to go to work. While he is away, Mummy Pig, Peppa and George prepare a special birthday surprise."
Peppa Pig,2,51,en-US,"When Peppa goes for a sleepover at Zoe Zebra's house with Suzy Sheep, Rebecca Rabbit, Candy Cat and Emily Elephant, the girls are too excited to go to sleep."
