token,freq,df,sample,weight
cesaro,245,240,"Dolph Ziggler vs Randy Orton
Rey Mysterio &amp; Sin Cara vs Tensai &amp; Cody Rhodes
Sheamus vs Jack Swagger
Eve Torres vs Kaitlyn
Jinder Ma",0
luke,245,233,"Tonight's episode of Raw is being broadcast live from the Baltimore Arena in Baltimore, MD. The scheduled matches for tonight’s card are:

S",0
head,244,237,Peppa and her family borrow Grandpa Pig's boat and head out for a day on the river. All is going well until the boat gets stuck in some long,0
mission,242,233,"Gabby and Pandy unbox their first surprise, show off their shrinking skills and take to the dollhouse for a meowt-of-this-world mission.",0
missing,240,234,Gabby and Pandy receive special sashes and start their journey as kitty rangers! Can they use their new skills to solve a missing mama myste,-1
gives,239,233,"Even as Gi-hun supports Jun-hee amid rising tensions, she must make a pivotal decision. Before the final game, the Front Man gives Gi-hun an",0
others,239,230,"Peppa and the others plant a strawberry tree, but it takes a long time for the seed to grow.",0
money,238,199,"Hoping to win easy money, a broke and desperate Gi-hun agrees to take part in an enigmatic game. Not long into the first round, unforeseen h",0
zoro,238,192,"Luffy and Coby arrive at Shell Island, a Marine base. They meet the bounty hunter Roronoa Zoro, held under arrest by the infamous marine, Ca",0
again,235,229,"Sakuta had been unable to see Mai, who was not only busy with work but had an order from her agency forbidding her from going on dates. The ",0
struggles,234,232,"Even after leaving Fujisawa for Ogaki, not one person remembered anything about Mai Sakurajima. Sakuta and Mai return to school together, bu",0
rio,233,218,"Even after leaving Fujisawa for Ogaki, not one person remembered anything about Mai Sakurajima. Sakuta and Mai return to school together, bu",0
ted,232,203,"After being out for months following a devastating boating accident, Brutus 'The Barber' Beefcake returns to face 'The Million Dollar Man' T",0
meet,231,224,"While looking for the cause of Mai's Adolescence Syndrome, Sakuta ends up scheduling a date with Mai. On the day they promised, Sakuta tries",0
batista,231,226,"With his reign as World Heavyweight Champion being threatened by the first ever Elimination Chamber Match at the upcoming Survivor Series, T",0
receives,230,227,"Sakuta from the other possible realm sends a message through Ikumi that reads, “Find Touko Kirishima, Mai-san is in danger.” After seeing th",0
power,230,222,"Gabby uses the power of dress-up to travel to the Wild West, outer space and even underwater to help solve her friends' problems.",0
ambrose,229,209,"Alberto Del Rio vs Big E. Langston
WWE United States Championship
- Dean Ambrose vs Kofi Kingston
WWE Tag Team Championships
- Roman Reigns ",0
puts,228,226,Peppa and George are at the seaside with Granny and Grandpa Pig. Peppa rescues a little fish and puts it back in the sea.,0
body,228,214,"Guest host Jesse ""The Body"" Ventura shakes up the WWE Title picture; CM Punk vs. John Cena.",0
see,227,217,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
ring,226,210,A Lumberjack Match for the Intercontinental Championship. Bam Bam Bigelow and Typhoon battle for a spot in the King of the Ring Tournament.,0
del,225,214,"As Monday Night RAW unveils a brand new look, Bret Hart battles Hakushi, Shawn Michaels takes on Jimmy Del Ray, and much more.",0
manager,224,217,"Mr. Perfect battles Ric Flair in a Loser Leaves WWE Match. """"Macho Man"""" Randy Savage seeks revenge when he battles The Repo Man. Kamala, wi",0
sanji,224,183,"Sanji, a cook at the Baratie, helps a starving pirate named Gin. Luffy begins his job as a waiter to pay for the damage he did to the Barati",0
decision,222,221,"Even as Gi-hun supports Jun-hee amid rising tensions, she must make a pivotal decision. Before the final game, the Front Man gives Gi-hun an",0
years,222,217,"With Sakuta's help, Kaede is able to go to school at night. She is now enthusiastic about heading to school during the day. However, on the ",0
future,222,212,Yokozuna is Jerry Lawler's guest in the King's Court. What does the future hold for Yokozuna as he prepares to battle Hulk Hogan for the WWE,0
punk,222,219,John Cena and WWE Champion Randy Orton find themselves as unlikely partners when they compete in 17-On-2 Handicap Elimination Match. Mr. McM,0
visit,221,216,"Upon searching the hashtag #DREAMING, numerous posts were found about attending a middle school reunion on November 27th. Ikumi also dreamt ",0
themselves,221,219,"It is a very cold winter's day, and Peppa and George head to the park to play. All the puddles have frozen over, so the two must think of ot",0
alberto,221,210,"Match #1: Kane vs Alberto Del Rio

 Match #2: Daniel Bryan, Sin Cara & Ezekiel Jackson vs Cody Rhodes, Ted DiBiase & Ezekiel Jackson

 Match",0
flair,220,214,"After his match with El Matador, Ric Flair issues a career changing challenge to Mr. Perfect for Raw next week. WWE Champion Bret Hitman Har",0
kevin,220,213,Rob Van Dam challenges WWE Undisputed Champion The Undertaker for the gold. After being put out-of-action on the orders of WWE Co-Owner Ric,0
swagger,220,213,Match #1: Kofi Kingston vs Dolph Ziggler Match #2: Eve & Kelly Kelly vs The Bella Twins Match #3: Rey Mysterio vs CM Punk Match #4: Evan Bou,0
drew,220,216,"Match #1: John Cena vs David Otunga & Michael McGillicutty

 Match #2: Kelly Kelly vs Melina

 Match #3: Evan Bourne, Kofi Kingston & Alex R",0
mcintyre,220,214,"Match #1: John Cena vs David Otunga & Michael McGillicutty

 Match #2: Kelly Kelly vs Melina

 Match #3: Evan Bourne, Kofi Kingston & Alex R",0
wyatt,220,164,"Tonight's episode of Raw is being broadcast live from the Baltimore Arena in Baltimore, MD. The scheduled matches for tonight’s card are:

S",0
he's,219,208,"After messing up his hug attack and getting a hole in his Pandy Pack, Pandy realizes he's having a bad day — but things just keep getting wo",0
six,219,195,"Before they battle for the World Heavyweight Championship inside the Elimination Chamber at New Year's Revolution, the six competitors find ",0
everyone,218,212,"Daddy Pig is taking everyone for a drive in the country, but the car is very muddy and Mummy insists they wash it first.",0
barry,218,154,"A new champion is crowned when Alundra Blayze and Heidi Lee Morgan compete to become the new WWE Women's Champion. After weeks of torment, M",0
defeated,218,99,"Christian & Chris Jericho take on Kane & Rob Van Dam. Despite being defeated by Scott Steiner in an Arm Wrestling Match, World Heavyweight C",0
shoot,218,182,A new actor shows up to the house per Sidney's request; three young adults enter the woods to shoot footage of the blood moon and the histor,0
set,217,216,"With Nodoka's Puberty Syndrome resolved, Sakuta's expectations to spend sweeter times with Mai is growing. But then, a scandal is reported b",0
bear,217,142,Gabby and Pandy learn all about snow science when they take a cruise to the North Pole to see a rainbow igloo that Pete the Polar Bear and C,0
discover,216,215,The cheeky piglet and her brother George discover how worms in Grandpa's compost heap transform vegetable peelings into fertiliser to help G,-1
natalya,215,208,"The November 3, 2008 Edition of RAW is a Professional wrestling television show of the WWE's RAW brand, which took place on November 3, 2008",0
meets,214,208,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
going,214,208,"Sakuta had been unable to see Mai, who was not only busy with work but had an order from her agency forbidding her from going on dates. The ",0
defends,214,208,Money Inc. defends the WWE Tag Team Championship against the Beverly Brothers. Razor Ramon takes on Virgil. Bret Hart discusses losing his W,0
opportunity,212,208,Razor Ramon and Savio Vega get another opportunity against Owen Hart and Yokozuna. WWE Champion Diesel battles Sir Mo in the main event.,0
threat,212,211,"Mr. McMahon crowns Kane with the WWE Championship. However, before the new champion can get used to wearing the gold, ""Stone Cold"" Steve Aus",-2
mother,212,201,"To appease his worried mother, Sheldon employs the techniques of a self-help book to try and make a friend.",0
surprise,211,210,"Gabby and Pandy unbox their first surprise, show off their shrinking skills and take to the dollhouse for a meowt-of-this-world mission.",0
learn,211,206,Meow-y Christmas! Gabby and Pandy have some Christmas wishes — but first they need to help Figgy the Elf learn from her present-wrapping mis,0
chance,210,205,"New players gather for a chance to win 45.6 billion won. After an intense first round, the survivors' fates hang in the balance — down to on",0
love,210,206,"Because of the misunderstanding that she was dating Sakuta, Tomoe is able to resolve the agonizing situation of being asked out by the guy h",3
women's,210,199,"A new champion is crowned when Alundra Blayze and Heidi Lee Morgan compete to become the new WWE Women's Champion. After weeks of torment, M",0
made,209,202,"A pumpkin lantern made of glass comes crashing down in a plaza in front of Sakuragicho Station, just as a social media post with the hashtag",0
christian,208,203,"Triple H defends the WWE Championship against Mankind. ""Stone Cold"" Steve Austin & The Rock take on the New Age Outlaws. Test receives help ",0
investigate,207,206,"Now in hiding, Peter and Rose grow closer and investigate a potential bombing suspect. At the White House, the conspirators obtain a disturb",0
dangerous,206,202,"No-eul infiltrates a dangerous operation with a risky plan. A new game is announced: hide-and-seek, where one group holds a key and the othe",-2
place,206,203,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
best,205,201,"After agreeing to harbor an abandoned cat, Sakuta finds himself welcoming a look-alike to his old school crush into his home. This does not ",0
little,204,197,"While looking for the cause of Mai's Adolescence Syndrome, Sakuta ends up scheduling a date with Mai. On the day they promised, Sakuta tries",0
